Name,Bundesland,Schultyp,Kategorien,email_encoded,,
"Internatsschule Hadmersleben Gymnasium ""Winckelmann"" e. V.",Sachsen-Anhalt,Privat, Gymnasien ,0,,
Evangelische Sekundarschule Haldensleben,Sachsen-Anhalt,Privat, Sekundarschulen ,0,,
Freie Sekundarschule Gröningen ,Sachsen-Anhalt,Privat, Sekundarschulen ,0,,
"Freie Grundschule Großalsleben ""Maria Montessori""",Sachsen-Anhalt,Privat, Grundschulen ,0,,
"Sekundarschule ""G. E. Lessing""",Sachsen-Anhalt,Privat, Sekundarschulen ,0,,
"Ev. Grundschule ""Stephan Praetorius""",Sachsen-Anhalt,Privat, Grundschulen ,0,,
"Sekundarschule ""Jakob-Friedrich-Fries""",Sachsen-Anhalt,Privat, Sekundarschulen ,0,,
"Gymnasium Schönebeck ""Dr. Carl Hermann""",Sachsen-Anhalt,Privat, Gymnasien ,0,,
Zinzendorfschule Gnadau - evangelische Grundschule -,Sachsen-Anhalt,Privat, Grundschulen ,0,,
Freie Schule Schönebeck Grundschule nach M. Montessori,Sachsen-Anhalt,Privat, Grundschulen ,0,,
Freie Waldschule Elbenau - Grundschule -,Sachsen-Anhalt,Privat, Grundschulen ,0,,
Sekundarschule ,Sachsen-Anhalt,Privat, Sekundarschulen ,0,,
Sekundarschule ,Sachsen-Anhalt,Privat, Sekundarschulen ,0,,
Evangelische Sekundarschule ,Sachsen-Anhalt,Privat, Sekundarschulen ,0,,
"Grundschule Veckenstedt ""Am Kirchplatz""",Sachsen-Anhalt,Privat, Grundschulen ,0,,
Grundschule ,Sachsen-Anhalt,Privat, Grundschulen ,0,,
"Internationale Grundschule ""Pierre Trudeau""",Sachsen-Anhalt,Privat, Grundschulen ,0,,
Dreisprachige Internationale Grundschule,Sachsen-Anhalt,Privat, Grundschulen ,0,,
Integrierte Gesamtschule ,Sachsen-Anhalt,Privat, Gesamtschulen ,0,,
Gymnasium ,Sachsen-Anhalt,Privat, Gymnasien ,0,,
Jeetzeschule - Integrierte Gesamtschule -,Sachsen-Anhalt,Privat, Gesamtschulen ,0,,
Freie Montessori-Grundschule ,Sachsen-Anhalt,Privat, Grundschulen ,0,,
Ev. Grundschule/Bekenntnisschule - staatl. genehmigte Ersatzschule -,Sachsen-Anhalt,Privat, Grundschulen ,0,,
"Sekundarschule Schneidlingen ""LebenLernen""",Sachsen-Anhalt,Privat, Sekundarschulen ,0,,
"Sekundarschule ""Adam Olearius""",Sachsen-Anhalt,Privat, Sekundarschulen ,0,,
Christliche Sekundarschule Gnadau ,Sachsen-Anhalt,Privat, Sekundarschulen ,0,,
"Sekundarschule ""LebenLernen""",Sachsen-Anhalt,Privat, Sekundarschulen ,0,,
Ev. Gymnasium Könnern ,Sachsen-Anhalt,Privat, Gymnasien ,0,,
Förderschule für Lernbehinderte ,Sachsen-Anhalt,Privat, Förderschulen ,0,,
"Sekundarschule ""Gottfried-Wilhelm-Leibniz""",Sachsen-Anhalt,Privat, Sekundarschulen ,0,,
"Sekundarschule ""Adolf Diesterweg""",Sachsen-Anhalt,Privat, Sekundarschulen ,0,,
Private Sekundarschule Stendal ,Sachsen-Anhalt,Privat, Sekundarschulen ,0,,
Förderschule mit Ausgleichsklassen ,Sachsen-Anhalt,Privat, Förderschulen ,0,,
Freies Gymnasium Tangermünde - Privatschule -,Sachsen-Anhalt,Privat, Gymnasien ,0,,
Privatgymnasium Stendal staatlich anerkannt,Sachsen-Anhalt,Privat, Gymnasien ,0,,
"Bilinguale  Grundschule ""Altmark""",Sachsen-Anhalt,Privat, Grundschulen ,0,,
Montessori-Schule Bindefelde Freie GS auf dem Bauernhof,Sachsen-Anhalt,Privat, Grundschulen ,0,,
"Internationales Gymnasium ""Pierre Trudeau""",Sachsen-Anhalt,Privat, Gymnasien ,0,,
Ev. Grundschule Burg ,Sachsen-Anhalt,Privat, Grundschulen ,0,,
Ev. Grundschule Gardelegen ,Sachsen-Anhalt,Privat, Grundschulen ,0,,
Grundschule Jävenitz ,Sachsen-Anhalt,Privat, Grundschulen ,0,,
"Sekundarschule ""Walter Gemm""",Sachsen-Anhalt,Privat, Sekundarschulen ,0,,
Freie Schule Altmark e.V. Depekolk - Grundschule -,Sachsen-Anhalt,Privat, Grundschulen ,0,,
"Evangelische Grundschule ""Sankt Laurentius""",Sachsen-Anhalt,Privat, Grundschulen ,0,,
"Freie Waldorfschule ""Harzvorland""",Sachsen-Anhalt,Privat, Waldorfschulen ,0,,
Freie Ganztagsschule Neinstedt - Grundschule -,Sachsen-Anhalt,Privat, Grundschulen ,0,,
"Sekundarschule - Europaschule ""Carl von Clausewitz""",Sachsen-Anhalt,Privat, Sekundarschulen ,0,,
Freie Grundschule ,Sachsen-Anhalt,Privat, Grundschulen ,0,,
Ev. Grundschule Wernigerode ,Sachsen-Anhalt,Privat, Grundschulen ,0,,
Freie Grundschule Globus ,Sachsen-Anhalt,Privat, Grundschulen ,0,,
Landschulheim Grovesmühle - Sekundarschule Veckenstedt -,Sachsen-Anhalt,Privat, Sekundarschulen ,0,,
Landschulheim Grovesmühle - Gymnasium Veckenstedt -,Sachsen-Anhalt,Privat, Gymnasien ,0,,
Freie Ganztagsschule Neinstedt - Sekundarschule -,Sachsen-Anhalt,Privat, Sekundarschulen ,0,,
Ev. Sekundarschule Hedersleben ,Sachsen-Anhalt,Privat, Sekundarschulen ,0,,
Evangelische Grundschule Magdeburg ,Sachsen-Anhalt,Privat, Grundschulen ,0,,
Schule für Gesundheits- und Krankenpflege MEDIGREIF Kreiskrankenhaus Burg GmbH  ,Sachsen-Anhalt,Privat, Andere ,1,,
Christliche Akademie für Gesundheits- und Pflegeberufe Halle gGmbH ,Sachsen-Anhalt,Privat, Berufsfachschulen  Berufliche Schulen  Berufsschulen  Bildungszentrum  Weiterbildung  Andere  Ergänzungsschulen  Schulen des Gesundheitswesens ,1,,
Helios Bildungszentrum Mansfeld Südharz,Sachsen-Anhalt,Privat, Berufliche Schulen  Bildungszentrum  Schulen des Gesundheitswesens  Klinik- und Krankenhausschulen ,1,,
Schule für Krankenpflegehilfe Christliche Akademie für Gesundheits- und Pflegeberufe Halle gGmbH ,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Gesundheits- und Krankenpflege Institut für Weiterbildung in der Kranken- und Altenpflege gGmbH ,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Gesundheits- und Krankenpflege des Johanniter Krankenhauses Genthin-Stendal gGmbH ,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Gesundheits- und Krankenpflege Ausbildungszentrum für Pflegeberufe  ,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Gesundheits- und Krankenpflege der Pfeifferschen Stiftungen Magdeburg ,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Gesundheits- und Krankenpflege Institut für Weiterbildung in der Kranken- und Altenpflege gGmbH am Universitätsplatz,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Gesundheits- und Krankenpflege Paul Gerhardt Diakonie Krankenhaus und Pflege GmbH ,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Gesundheits- und Kinderkrankenpflege Christliche Akademie für Gesundheits- und Pflegeberufe Halle gGmbH ,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Rettungsassistenten Landesrettungsschule der DRK- und ASB-Landesverbände Sachsen-Anhalt gGmbH,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Rettungssanitäter Landesrettungsschule der DRK- und ASB-Landesverbände Sachsen-Anhalt gGmbH,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Gesundheits- und Krankenpflege ASKLEPIOS Klinik Weißenfels  ,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Rettungsassistenten Institut für Weiterbildung in der Kranken- und Altenpflege gGmbH am Universitätsplatz,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Rettungssanitäter Institut für Weiterbildung in der Kranken- und Altenpflege gGmbH am Universitätsplatz,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Gesundheits- und Krankenpflege Euro-Schulen Bitterfeld/Wolfen  ,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Rettungsassistenten MEDI-Z Halle gGmbH  ,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Podologie Berufsakademie Halle GmbH  ,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Podologie Fit-Ausbildungs-Akademie gGmbH  ,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Podologie IBB Institut für berufliche Bildung A. Gesche ,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Medizinisch-technische Laboratoriumsassistenz Schulen für technische Assistenten in der Medizin,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Medizinisch-technische Radiologieassistenz Schulen für technische Assistenten in der Medizin,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Veterinärmedizinisch-technische Assistenz Schulen für technische Assistenten in der Medizin,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Krankenpflegehilfe MBA Medizinische Berufs-Akademie GmbH  ,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Krankenpflegehilfe ASKLEPIOS Klinik Weißenfels  ,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Krankenpflegehilfe Fit-Ausbildungs-Akademie gGmbH  ,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Krankenpflegehilfe des Johanniter Krankenhauses Genthin-Stendal gGmbH ,Sachsen-Anhalt,Privat, Andere ,1,,
Schule für Operationstechnische Assistenz Institut für Weiterbildung in der Kranken- und Altenpflege gGmbH am Universitätsplatz,Sachsen-Anhalt,Privat, Andere ,1,,
Bildungswerk R. Welling gGmbH   ,Sachsen-Anhalt,Privat, Andere ,1,,
IBB Institut für berufliche Bildung A. Gesche  ,Sachsen-Anhalt,Privat, Berufsfachschulen  Berufliche Schulen  Berufsschulen  Bildungszentrum  Weiterbildung  Andere  Schulen des Gesundheitswesens ,1,,
Ludwig Fresenius Schulen Erfurt gem. GmbH,Sachsen,Privat, Berufsfachschulen ,1,,
"ems & medi-Z gGmbH, StO Halle  ",Sachsen-Anhalt,Privat, Berufsfachschulen  Fachschulen  Weiterbildung  Schulen des Gesundheitswesens ,1,,
Institut Braune gGmbH   ,Sachsen-Anhalt,Privat, Andere ,1,,
Bildungszentrum Dessau gGmbH   ,Sachsen-Anhalt,Privat, Andere ,1,,
Diakoniewerk Halle   ,Sachsen-Anhalt,Privat, Andere ,1,,
BBI-Akademie für berufliche Bildung gGmbH  ,Sachsen-Anhalt,Privat, Andere ,1,,
Diakonissen-Mutterhaus ,Sachsen-Anhalt,Privat, Berufsfachschulen  Andere ,1,,
EuroAkademie Weißenfels,Sachsen-Anhalt,Privat, Andere ,1,,
Evangelische Fachschule für Soziale Berufe Bodelschwingh-Haus Wolmirstedt Stiftung ,Sachsen-Anhalt,Privat, Berufsfachschulen  Fachschulen ,1,,
Dr. von Morgenstern Schulen Gemeinnützige Schulgesellschaft mbH  ,--,--,--,0,,
Johanniter-Akademie Mitteldeutschland,Sachsen-Anhalt,Privat, Berufsfachschulen  Berufliche Schulen  Fachschulen  Weiterbildung  Andere  Ergänzungsschulen  Schulen des Gesundheitswesens ,1,,
FIT-Ausbildungs-Akademie gGmbH   ,Sachsen-Anhalt,Privat, Berufsfachschulen  Berufsschulen  Weiterbildung  Andere  Ergänzungsschulen  Schulen des Gesundheitswesens ,1,,
Bildungszentrum für das Hotel- und Gaststättengewerbe Ostharz gGmbH  ,Sachsen-Anhalt,Privat, Andere ,1,,
Oskar Kämmer Schule Gemeinnützige Bildungsgesellschaft mbH  ,Sachsen-Anhalt,Privat, Berufsfachschulen  Berufsschulen  Gymnasiale Oberstufe  Fachschulen  Bildungszentrum  Andere  Fachoberschulen ,1,,
INNOVA ProPflege gGmbH,Sachsen-Anhalt,Privat, Berufsfachschulen  Weiterbildung  Ergänzungsschulen ,1,,
Deutsches Erwachsenen-Bildungswerk in Sachsen-Anhalt e.V.  ,--,--,--,0,,
Euro-Schulen gemeinnützige Gesell- schaft für berufliche Bildung und Beschäftigung mbH Niederlassung für Sachsen-Anhalt,Sachsen-Anhalt,Privat, Andere ,1,,
Schulen Dr. W. Blindow gGmbH   ,Sachsen-Anhalt,Privat, Andere ,1,,
IBLM Interessengemeinschaft Bildung Leuna-Merseburg e.V.  ,Sachsen-Anhalt,Privat, Andere ,1,,
"DRK Landesverband Sachsen-Anhalt e.V., Pflegeschule Henry Dunant",Sachsen-Anhalt,Privat, Berufsfachschulen  Berufliche Schulen  Berufsschulen  Weiterbildung  Ergänzungsschulen  Schulen des Gesundheitswesens ,1,,
Evangelische Stiftung Neinstedter Anstalten  ,Sachsen-Anhalt,Privat, Andere ,1,,
Sozialakademie Sangerhausen gGmbH   ,Sachsen-Anhalt,Privat, Andere ,1,,
Verein zur Förderung der beruflichen Bildung Sangerhausen e.V.  ,Sachsen-Anhalt,Privat, Andere ,1,,
MBA Medizinische Berufs-Akademie GmbH   ,Sachsen-Anhalt,Privat, Berufsfachschulen  Fachschulen ,1,,
IWK - Institut für Weiterbildung in der Kranken- und Altenpflege gGmbH  ,Sachsen-Anhalt,Privat, Andere ,1,,
EBG - Europäisches Bildungswerk für Beruf und Gesellschaft gGmbH  ,Sachsen-Anhalt,Privat, Andere ,1,,
Paritätisches Bildungswerk Landesverband Sachsen-Anhalt e.V.  ,Sachsen-Anhalt,Privat, Andere ,1,,
Landschulheim Grovesmühle gGmbH   ,Sachsen-Anhalt,Privat, Realschulen  Gymnasien  Gymnasiale Oberstufe  Oberschulen  Andere  Sekundarschulen ,1,,
WBS TRAINING gGmbH   ,Sachsen-Anhalt,Privat, Andere ,1,,
Jörgensby-Skolen Grundschule mit Gemeinschaftsschul- und Förderzentrumsteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Oksevejens Skole Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Freie Waldorfschule ,Schleswig-Holstein,Privat, Waldorfschulen ,1,,
Ostseeschule Flensburg Grund- und Gemeinschaftsschule,Schleswig-Holstein,Privat, Gemeinschaftsschulen ,1,,
Cornelius Hansen-Skolen Gemeinschaftsschule mit Grundschulteil,Schleswig-Holstein,Privat, Gemeinschaftsschulen ,1,,
Gustav Johannsen-Skolen Gemeinschaftsschule mit Grundschul- und Förderzentrumsteil,Schleswig-Holstein,Privat, Gemeinschaftsschulen ,1,,
Duborg-Skolen Gemeinschaftsschule mit gymnasialer Oberstufe,Schleswig-Holstein,Privat, Gemeinschaftsschulen  Gymnasiale Oberstufe ,1,,
Jens-Jessen-Skolen Gemeinschaftsschule mit Grundschulteil,Schleswig-Holstein,Privat, Gemeinschaftsschulen ,1,,
Christliche Schule Kiel Grundschule,Schleswig-Holstein,Privat, Grundschulen ,1,,
Christliche Schule Kiel Regionalschule,Schleswig-Holstein,Privat, Regionalschulen ,1,,
Lernwerft Club of Rome Schule Kiel  Gymnasium mit Grundschulteil,Schleswig-Holstein,Privat, Gymnasien ,1,,
Freie Waldorfschule ,Schleswig-Holstein,Privat, Kindergarten  Waldorfschulen ,1,,
Privatschule Düsternbrook eG Staatlich anerkannte Gemeinschaftsschule,Schleswig-Holstein,Privat, Gemeinschaftsschulen  Andere ,1,,
Rudolf-Steiner-Schule Schule für seelenpflegebedürftige Kinder,Schleswig-Holstein,Privat, Förderzentrum ,1,,
Johannes-Prassek-Schule Grundschule -Ersatzschule-,Schleswig-Holstein,Privat, Grundschulen ,1,,
Freie Waldorfschule ,Schleswig-Holstein,Privat, Waldorfschulen ,1,,
"Paul-Burwick-Schule, Staatl. anerk. FöZ mit Schwerpunkt geistige Entwicklung",Schleswig-Holstein,Privat, Förderschulen  Ergänzungsschulen  Förderzentrum ,1,,
Freie Waldorfschule Neumünster,Schleswig-Holstein,Privat, Waldorfschulen ,1,,
Freie Waldorfschule Wöhrden ,Schleswig-Holstein,Privat, Waldorfschulen ,1,,
Montessorischule Ratzeburg Grundschule i.E.,Schleswig-Holstein,Privat, Grundschulen ,1,,
Förderschule Haus Arild ,Schleswig-Holstein,Privat, Kindergarten  Förderschulen  Waldorfschulen  Förderzentrum ,1,,
Bredsted Danske Skole Grundschule mit Gemeinschaftsschulteil,--,--,--,0,,
Hans Helgesen-Skolen Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Bavnehöj Skolen Grundschule mit Gemeinschaftsschulteil,--,--,--,0,,
Ladelund-Tinningsted Danske Skole Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Vidingherreds Danske Skole Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Niböl Danske Skole Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Risum Skole / Risem Schölj Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Uffe-Skolen Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Vesterland-Kejtum-Danske Skole Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Vyk Danske Skole Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Laek Danske Skole Dänische Gemeinschaftsschule mit Grundschul- und Förderzentrumsteil,Schleswig-Holstein,Privat, Gemeinschaftsschulen ,1,,
Husum Danske Skole Gemeinschaftsschule mit Grundschul- und Förderzentrumsteil,Schleswig-Holstein,Privat, Gemeinschaftsschulen ,1,,
Ladelund Ungdomsskole Internat,Schleswig-Holstein,Privat, Gemeinschaftsschulen ,1,,
Pädagogium Bad Schwartau privates Gymnasium,Schleswig-Holstein,Privat, Gymnasien ,1,,
Freie Waldorfschule in Ostholstein,Schleswig-Holstein,Privat, Waldorfschulen ,1,,
Freie Grundschule Quickborn,Schleswig-Holstein,Privat, Grundschulen ,1,,
"Leibniz Privatschule Elmshorn Kindergarten, Grund-, Gemeinschaftsschule, Gymnasium und IB Diploma - internationales ABITUR",Schleswig-Holstein,Privat, Kindergarten  Grundschulen  Gymnasien  Gemeinschaftsschulen  Gymnasiale Oberstufe  Andere  Sekundarschulen ,1,,
Freie Waldorfschule Elmshorn,Schleswig-Holstein,Privat, Waldorfschulen ,1,,
Schülerschule Gemeinschaftsschule mit Grundschulteil,Schleswig-Holstein,Privat, Gemeinschaftsschulen ,1,,
Heilpädagogisches Förderzentrum Friedrichshulde staatlich genehmigte Förderschule in freier Trägerschaft,Schleswig-Holstein,Privat, Förderschulen  Förderzentrum ,1,,
Freie Schule Leben und Lernen ,Schleswig-Holstein,Privat, Grundschulen  Gemeinschaftsschulen ,1,,
Vestermölle Danske Skole Grundschule,--,--,--,0,,
Askfelt Danske Skole Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Ejderskolen Grundschule mit Gemeinschaftsschul- und Förderzentrumsteil,--,--,--,0,,
Risby Danske Skole Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Jernved Danske Skole Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Stiftung Louisenlund,Schleswig-Holstein,Privat, Grundschulen  Gymnasien ,1,,
Privatschule Mittelholstein Grundschule gGmbH & Gymnasium,Schleswig-Holstein,Privat, Grundschulen  Gymnasien ,1,,
Freie Waldorfschule ,--,--,--,0,,
Freie Waldorfschule ,Schleswig-Holstein,Privat, Waldorfschulen ,1,,
Jes-Kruse-Skolen Gemeinschaftsschule mit Grundschul- und Förderzentrumsteil,Schleswig-Holstein,Privat, Gemeinschaftsschulen ,1,,
Hanved Danske Skole Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Skovlund-Valsboel Danske Skole Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Trene Skolen Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Böl/Strukstrup Danske Skole Grundschule mit Gemeinschaftsschulteil,--,--,--,0,,
Vanderup Danske Skole Grundschule mit Gemeinschaftsschulteil,--,--,--,0,,
Treja Danske Skole Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Sörup Danske Skole Grundschule mit Gemeinschaftsschulteil,--,--,--,0,,
Gottorp-Skolen Grundschule mit Gemeinschaftsschul- und Förderzentrumsteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Satrup Danske Skole Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Medelby Danske Skole Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Hatlund/Langballe Danske Skole Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Kobbermölle Danske Skole Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Kaj-Munk-Skolen Grundschule mit Gemeinschaftsschulteil,--,--,--,0,,
Jaruplund Danske Skole Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Husby Danske Skole Grundschule mit Gemeinschaftsschulteil,--,--,--,0,,
Harreslev Danske Skole Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Store Vi Danske Skole Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
Lyksborg Danske Skole Grundschule mit Gemeinschaftsschulteil,--,--,--,0,,
Hiort-Lorenzen-Skolen Grundschule mit Gemeinschaftsschulteil,Schleswig-Holstein,Privat, Grundschulen ,1,,
"Sönder Brarup Danske Skole, Dänische Gemeinschaftsschule mit Grundschul- und Förderzentrumsteil, staatlich anerkannt",Schleswig-Holstein,Privat, Gemeinschaftsschulen ,1,,
"A. P. Moeller Skolen, Gemeinschaftsschule mit gymnasialer Oberstufe -Staatlich anerkannt-",Schleswig-Holstein,Privat, Gemeinschaftsschulen ,1,,
"Leibniz Privatschule Bad Bramstedt Grund-, Regionalschule und Gymnasium",Schleswig-Holstein,Privat, Gymnasien ,1,,
Freie Waldorfschule Kaltenkirchen ,Schleswig-Holstein,Privat, Waldorfschulen ,1,,
Annette von Rantzau Gemeinschaftsschule Rohlstorf Ersatzschule,Schleswig-Holstein,Privat, Gemeinschaftsschulen ,1,,
Freie Waldorfschule ,Schleswig-Holstein,Privat, Waldorfschulen ,1,,
AGS Akademie für Gesundheits- u. Sozialberufe gGmbH Staatlich anerkannte Schule für Altenpflege,Schleswig-Holstein,Privat, Fachschulen ,1,,
Ökumenisches Bildungszentrum für Berufe im Gesundheitswesen gGmbH Staatl.anerk. Fachschule für Altenpflege,Schleswig-Holstein,Privat, Fachschulen ,1,,
Ökumenisches Bildungszentrum für Berufe im Gesundheitswesen gGmbH Staatl.anerk. Fachschule für Altenpflegehilfe,Schleswig-Holstein,Privat, Fachschulen ,1,,
Ökumenisches Bildungszentrum für Berufe im Gesundheitswesen Krankenpflegeschule,Schleswig-Holstein,Privat, Berufsfachschulen  Fachschulen  Schulen des Gesundheitswesens ,1,,
FS Nord f. anthroposophisch orientierte Heilerziehungspflege Fachschule für Sonderpädagogik,Schleswig-Holstein,Privat, Fachschulen ,1,,
UKSH Akademie gemeinnützige GmbH Gesundheits- und Kinderkrankenpflegeschule,Schleswig-Holstein,Privat, Fachschulen ,1,,
Deutsches Rotes Kreuz LV Schleswig-Holstein Staatlich anerkannte Fachschule für Altenpflege,Schleswig-Holstein,Privat, Fachschulen ,1,,
Deutsches  Rotes Kreuz LV Schleswig-Holstein Staatlich anerkannte Fachschule für Altenpflegehilfe,Schleswig-Holstein,Privat, Fachschulen ,1,,
Schule für Logopädie des IBAF gGmbH -Logopädie-,Schleswig-Holstein,Privat, Fachschulen ,1,,
Kieler Institut für Gymnastik und Tanz GmbH ,Schleswig-Holstein,Privat, Berufsfachschulen ,1,,
Kleemannschulen,Schleswig-Holstein,Privat, Gymnasien  Berufsfachschulen  Berufliche Schulen  Gymnasiale Oberstufe  Fachschulen  Abendgymnasien  Wirtschaftsschulen  ,1,,
Johann Hermann Lubinus Schule Schule für Physiotherapie,Schleswig-Holstein,Privat, Berufsfachschulen  Fachschulen  Schulen des Gesundheitswesens ,1,,
Med-Ecole Lehrinstitut für Notfallmedizin Staatlich anerkannte Schule für Rettungsassistenten,Schleswig-Holstein,Privat, Fachschulen ,1,,
Städtisches Krankenhaus Kiel GmbH BZ Schule für Gesundheits- und Krankenpflege,Schleswig-Holstein,Privat, Fachschulen ,1,,
Städtisches Krankenhaus Kiel GmbH Berufsfachschule für Masseure und med. Bademeister,Schleswig-Holstein,Privat, Fachschulen ,1,,
Techniker Fachschulen gGmbh Staatl. anerk. private Fachschule für Technik Kiel,Schleswig-Holstein,Privat, Fachschulen ,1,,
"Michaelis-Hebammenschule UKSH Akademie gGmbH Campus Kiel, Klinik f. Gyn. Und Geburtshilfe",Schleswig-Holstein,Privat, Fachschulen ,1,,
Wirtschaftsakademie Schleswig-Holstein GmbH Fachschule für Betriebswirtschaft,Schleswig-Holstein,Privat, Fachschulen ,1,,
Bildungszentrum Mortzfeld Gemeinnützige Schulgesellschaft mbH.,Schleswig-Holstein,Privat, Fachschulen ,1,,
IFBA Institut für berufliche Aus- und Weiterbildung gem.GmbH Berufsfachschule für sozialpädagogische Assistenten,Schleswig-Holstein,Privat, Fachschulen ,1,,
DRK Rettungsdienstschule Schleswig-Holstein gGmbH,Schleswig-Holstein,Privat, Berufsfachschulen  Fachschulen  Schulen des Gesundheitswesens ,1,,
Grone Bildungszentren Schleswig-Holstein GgmbH,Schleswig-Holstein,Privat, Berufsfachschulen  Fachschulen ,1,,
Grone Bildungszentrum für Gesundheits- und Sozialberufe GmbH -gemeinnützig- Fachbereich Massage und med. Bademeister,Schleswig-Holstein,Privat, Berufsfachschulen  Fachschulen ,1,,
Grone-Bildungszentrum f. Gesundheits- und Sozialberufe -gemeinnützig- Fachbereich Altenpflege,Schleswig-Holstein,Privat, Berufsfachschulen  Fachschulen ,1,,
DIE SCHULE staatlich anerk. Lehranstalt für Ergotherapie,Schleswig-Holstein,Privat, Fachschulen ,1,,
"Irene-Olk-Schule, Berufsfachschule für Tänzerische Gymnastik und Sport, Staatliche anerkannte Ersatzschule",Schleswig-Holstein,Privat, Fachschulen ,1,,
SANA Kliniken Lübeck GmbH Gesundheits- und Krankenpflegeschule,Schleswig-Holstein,Privat, Fachschulen ,1,,
UKSH Akademie gemeinnützige GmbH Schule für MTA Radiologie,Schleswig-Holstein,Privat, Fachschulen ,1,,
UKSH Akademie gemeinnützige GmbH Schule für MTA Laboratorium,Schleswig-Holstein,Privat, Fachschulen ,1,,
Gisa Feuerberg Schule Schule für Heilerziehungspflege,Schleswig-Holstein,Privat, Fachschulen ,1,,
DAA Deutsche Angestellten-Akademie Schule für Ergotherapie,Schleswig-Holstein,Privat, Berufsfachschulen  Fachschulen ,1,,
Friedrich-Ebert-Krankenhaus Neumünster GmbH Schule für Pflegeberufe,Schleswig-Holstein,Privat, Fachschulen ,1,,
IBAF gGmbH Schulungszentrum Neumünster Staatlich anerkannte Schule für Altenpflege,Schleswig-Holstein,Privat, Fachschulen ,1,,
IBAF-Institut für berufliche Aus- und Fortbildung gGmbH Fachschule für Motopädagogik in Teilzeitform,Schleswig-Holstein,Privat, Fachschulen ,1,,
Lebensmittelinstitut KIN e.V. Fachschule für Lebensmitteltechnik,Schleswig-Holstein,Privat, Fachschulen ,1,,
